,tactic,url
0,339956,https://log.dmtry.com/redir/1/2495/3850/1248592/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,323676,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323676,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706736&PluID=0&ord=[timestamp]&rtu=-1
0,331958,https://log.dmtry.com/redir/1/2636/3573/1139344/0/1/137/0/931/1.ver?at=i&d=PxImp
0,336446,https://servedby.flashtalking.com/imp/4/59564;1749763;201;pixel;ClearTrade;ClearTradeEngageNativeNIMNonGoldRewardsGetAwayEssentialsSpringBlog1x1/?cachebuster=[CACHEBUSTER]
0,329461,http://images.3lift.com\/3294777.jpg
0,332393,https://log.dmtry.com/redir/1/2636/3573/1139344/0/1/137/0/931/1.ver?at=i&d=PxImp
0,327596,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,337740,http://servedby.flashtalking.com/imp/3/60926;1780425;201;pixel;Choicestream;1x1NativeBrandingGreenTipsLifestyleBTA2554GeotargetedJacksonvilleDMA/?cachebuster=${CACHEBUSTER}
0,337740,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&bid1=${BID_PRICE}&city=${USER_CITY}&cp=${CP_ID}&cr=${CREATIVE_ID}&dc=${DATACENTER}&ecp=${ECP}&invs=${INV_SOURCE_ID}&ip=${USER_IP}&li=${CPG_ID}&pc=${POSTAL_CODE}&pi=${TAG_ID}&pr=${PRICE_PAID}&r=${CACHEBUSTER}&ref=${REFERER_URL_ENC}&rp=${RESERVE_PRICE}&sid=${SELLER_MEMBER_ID}&st=${USER_STATE}&uid=${USER_ID}&vid=${VENUE_ID}
0,324246,http://log.dmtry.com/redir/1/2495/4052/954083/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,331634,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,331634,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706723&PluID=0&ord=[timestamp]&rtu=-1
0,324245,http://log.dmtry.com/redir/1/2495/4052/954080/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,324246,http://log.dmtry.com/redir/1/2495/4052/954083/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,337244,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,326998,https://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=14829115&PluID=0&ord=[timestamp]&rtu=-1
0,327575,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,330775,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330775,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706683&PluID=0&ord=[timestamp]&rtu=-1
0,336993,http://servedby.flashtalking.com/imp/8/59504;1761061;201;pixel;TripleLift;TripleLiftRetargetingBranded1x1/?cachebuster=[CACHEBUSTER]
0,329141,https://ohlone.vizu.com/a.gif?vzcid=27596&vzadid=hxnative&vzsid=hx&ord=[RANDOM]
0,327581,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,337241,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,337697,https://log.dmtry.com/redir/1/2495/3850/1248591/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,334507,https://ohlone.vizu.com/a.gif?vzcid=27596&vzadid=hxnative&vzsid=hx&ord=[RANDOM]
0,338753,https://log.dmtry.com/redir/1/1891/3440/1254087/0/1/128/0/920/1.ver?at=i&d=PxImp
0,329341,https://match.rundsp.com/witness/impression.gif?p=94274&a=65568
0,335677,https://servedby.flashtalking.com/imp/8/59225;1713252;201;pixel;GoodwayGroup;NativeInStream/?cachebuster=[CACHEBUSTER]
0,330771,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547210&PluID=0&ord=[timestamp]&rtu=-1
0,330771,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,314774,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,330775,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330775,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706723&PluID=0&ord=[timestamp]&rtu=-1
0,329476,https://ohlone.vizu.com/a.gif?vzcid=29898&vzadid=custom_veggiedips&vzsid=audiencetrader&ord=[RANDOM_NUMBER]
0,329784,"http://ohlone.vizu.com/a.gif?vzcid=30604&vzadid=native&vzsid=accuen&ord=[RANDOM]"" style=""display:none"
0,336424,https://servedby.flashtalking.com/imp/4/59564;1749760;201;pixel;ClearTrade;ClearTradeEngageNativeNIMGoldRewardsSpringMustGetBlog1x1/?cachebuster=[CACHEBUSTER]
0,337243,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,324249,http://log.dmtry.com/redir/1/2495/4052/954086/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,330772,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330772,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547201&PluID=0&ord=[timestamp]&rtu=-1
0,324866,"https://ohlone.vizu.com/a.gif?vzcid=25820&vzadid=exposed&vzsid=vivaki&ord=[RANDOM]"" style=""display:none"
0,315240,"https://servedby.flashtalking.com/imp/4/46838;1179814;201;pixel;ClearTrade;ClearTradeNativeTabletBlog4SpringLooks1x1/?cachebuster=[CACHEBUSTER]""/>"
0,330512,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330512,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547239&PluID=0&ord=[timestamp]&rtu=-1
0,329244,https://match.rundsp.com/witness/impression.gif?p=94274&a=65568
0,322833,"http://servedby.flashtalking.com/imp/4/46838;1216006;201;pixel;ClearTrade;ClearTradeNativeDesktopBlogHowtoStyleSlides1x1/?cachebuster=[CACHEBUSTER]""/>"
0,322677,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&bid1=${BID_PRICE}&carid=${CARRIER_ID}&city=${USER_CITY}&cp=${CP_ID}&cr=${CREATIVE_ID}&dappleida=${DEVICE_APPLE_IDA}&dc=${DATACENTER}&dmd5=${DEVICE_MD5}&dmodelid=${DEVICE_MODEL_ID}&dodin=${DEVICE_ODIN}&dopenudid=${DEVICE_OPENUDID}&dsha1=${DEVICE_SHA1}&ecp=${ECP}&ext_app_id=${EXT_APP_ID}&glat=${GEO_LAT}&glon=${GEO_LON}&invs=${INV_SOURCE_ID}&ip=${USER_IP}&li=${CPG_ID}&pc=${POSTAL_CODE}&pi=${TAG_ID}&pr=${PRICE_PAID}&r=${CACHEBUSTER}&ref=${REFERER_URL_ENC}&rp=${RESERVE_PRICE}&sid=${SELLER_MEMBER_ID}&st=${USER_STATE}&suptype=${SUPPLY_TYPE}&uid=${USER_ID}&vid=${VENUE_ID}
0,322581,"https://servedby.flashtalking.com/imp/4/46838;1205844;201;pixel;ClearTrade;ClearTradeNativeMobileBlogSandalShop1x1/?cachebuster=[CACHEBUSTER]""/>"
0,339957,https://log.dmtry.com/redir/1/2495/3850/1248586/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,323670,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323670,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547231&PluID=0&ord=[timestamp]&rtu=-1
0,337697,https://log.dmtry.com/redir/1/2495/3850/1248590/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,331635,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,331635,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706679&PluID=0&ord=[timestamp]&rtu=-1
0,324241,http://log.dmtry.com/redir/1/2495/4052/954081/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,337243,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,324247,http://log.dmtry.com/redir/1/2495/4052/954086/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,331636,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,331636,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706736&PluID=0&ord=[timestamp]&rtu=-1
0,333781,https://ohlone.vizu.com/a.gif?vzcid=27596&vzadid=hxnative&vzsid=hx&ord=[RANDOM]
0,330512,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330512,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547231&PluID=0&ord=[timestamp]&rtu=-1
0,329164,https://servedby.flashtalking.com/imp/3/53232;1476369;201;pixel;Choicestream;1x1HolidayTipsReduceStressBrandingNativeBTA2554GeotargetedJacksonvilleDMA/?cachebuster=${CACHEBUSTER}
0,329164,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&bid1=${BID_PRICE}&city=${USER_CITY}&cp=${CP_ID}&cr=${CREATIVE_ID}&dc=${DATACENTER}&ecp=${ECP}&invs=${INV_SOURCE_ID}&ip=${USER_IP}&li=${CPG_ID}&pc=${POSTAL_CODE}&pi=${TAG_ID}&pr=${PRICE_PAID}&r=${CACHEBUSTER}&ref=${REFERER_URL_ENC}&rp=${RESERVE_PRICE}&sid=${SELLER_MEMBER_ID}&st=${USER_STATE}&uid=${USER_ID}&vid=${VENUE_ID}
0,337688,https://log.dmtry.com/redir/1/2495/3850/1248585/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,327637,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,337244,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,324388,https://p3.eyereturn.com/pix?5075350
0,335677,https://servedby.flashtalking.com/imp/8/59225;1713252;201;pixel;GoodwayGroup;NativeInStream/?cachebuster=[CACHEBUSTER]
0,339956,https://log.dmtry.com/redir/1/2495/3850/1248591/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,322719,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&bid1=${BID_PRICE}&carid=${CARRIER_ID}&city=${USER_CITY}&cp=${CP_ID}&cr=${CREATIVE_ID}&dappleida=${DEVICE_APPLE_IDA}&dc=${DATACENTER}&dmd5=${DEVICE_MD5}&dmodelid=${DEVICE_MODEL_ID}&dodin=${DEVICE_ODIN}&dopenudid=${DEVICE_OPENUDID}&dsha1=${DEVICE_SHA1}&ecp=${ECP}&ext_app_id=${EXT_APP_ID}&glat=${GEO_LAT}&glon=${GEO_LON}&invs=${INV_SOURCE_ID}&ip=${USER_IP}&li=${CPG_ID}&pc=${POSTAL_CODE}&pi=${TAG_ID}&pr=${PRICE_PAID}&r=${CACHEBUSTER}&ref=${REFERER_URL_ENC}&rp=${RESERVE_PRICE}&sid=${SELLER_MEMBER_ID}&st=${USER_STATE}&suptype=${SUPPLY_TYPE}&uid=${USER_ID}&vid=${VENUE_ID}
0,333420,http://ads.pointroll.com/PortalServe/?pid=2772937T80820160114175522&pos=i&r=[RANDOM]
0,324400,https://media.curiositystream.com/image?spacedesc=23460032_23026451_1x1_23460031_23460032&random=&ML_NIF=N
0,323868,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,329335,https://match.rundsp.com/witness/impression.gif?p=94274&a=65568
0,322581,"https://servedby.flashtalking.com/imp/4/46838;1205844;201;pixel;ClearTrade;ClearTradeNativeMobileBlogSandalShop1x1/?cachebuster=[CACHEBUSTER]""/>"
0,330776,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330776,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706683&PluID=0&ord=[timestamp]&rtu=-1
0,327629,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,324245,http://log.dmtry.com/redir/1/2495/4052/954080/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,315161,http://d1vq1p4wbzam8w.sitescoutadserver.com/cf?con=2d3be6a784
0,322578,"https://servedby.flashtalking.com/imp/4/46838;1205841;201;pixel;ClearTrade;ClearTradeNativeMobilePinterestSteveMaddenKids1x1/?cachebuster=[CACHEBUSTER]""/>"
0,337243,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,324244,http://log.dmtry.com/redir/1/2495/4052/954083/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,335393,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,327604,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,324245,http://log.dmtry.com/redir/1/2495/4052/954080/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,330772,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330772,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547218&PluID=0&ord=[timestamp]&rtu=-1
0,323676,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323676,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706723&PluID=0&ord=[timestamp]&rtu=-1
0,330776,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330776,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706717&PluID=0&ord=[timestamp]&rtu=-1
0,339957,https://log.dmtry.com/redir/1/2495/3850/1248582/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,336988,http://servedby.flashtalking.com/imp/8/59504;1761068;201;pixel;TripleLift;TripleLiftContextualAzul1x1/?cachebuster=[CACHEBUSTER]
0,324243,http://log.dmtry.com/redir/1/2495/4052/954080/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,329240,https://match.rundsp.com/witness/impression.gif?p=94274&a=65568
0,323670,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323670,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547235&PluID=0&ord=[timestamp]&rtu=-1
0,326936,https://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,333420,http://ads.pointroll.com/PortalServe/?pid=2772938S01620160114175522&pos=i&r=[RANDOM]
0,336271,https://servedby.flashtalking.com/imp/4/59563;1723590;201;pixel;ClearTrade;ClearTradeExploreNativeGetAwayEssentialsSpringBlog1x1/?cachebuster=[CACHEBUSTER]
0,323670,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323670,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547239&PluID=0&ord=[timestamp]&rtu=-1
0,323676,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323676,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706694&PluID=0&ord=[timestamp]&rtu=-1
0,336993,http://servedby.flashtalking.com/imp/8/59504;1761061;201;pixel;TripleLift;TripleLiftRetargetingBranded1x1/?cachebuster=[CACHEBUSTER]
0,337238,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,336273,https://servedby.flashtalking.com/imp/4/59563;1723590;201;pixel;ClearTrade;ClearTradeExploreNativeGetAwayEssentialsSpringBlog1x1/?cachebuster=[CACHEBUSTER]
0,322581,"https://servedby.flashtalking.com/imp/4/46838;1205844;201;pixel;ClearTrade;ClearTradeNativeMobileBlogSandalShop1x1/?cachebuster=[CACHEBUSTER]""/>"
0,337688,https://log.dmtry.com/redir/1/2495/3850/1248583/0/1/160/0/971/1.ver?at=i&d=PxImp&img=1
0,336419,https://servedby.flashtalking.com/imp/4/59564;1743158;201;pixel;ClearTrade;ClearTradeEngageNativeIMGoldRewardsSpringMustGetBlog1x1/?cachebuster=[CACHEBUSTER]
0,325085,https://servedby.flashtalking.com/imp/8/46994;1284848;201;pixel;AXM;elfelf2015AXMProgrammaticNativeDesktop2015RONLipMultiplesFSstaticFTUS/?cachebuster=[RANDOM_NUMBER]
0,324239,http://log.dmtry.com/redir/1/2495/4052/954082/0/1/153/0/959/1.ver?at=i&d=PxImp&img=1
0,325081,https://servedby.flashtalking.com/imp/8/46994;1284847;201;pixel;AXM;elfelf2015AXMProgrammaticNativeDesktop2015RONLipCollectionFSstaticFTUS/?cachebuster=[RANDOM_NUMBER]
0,324592,http://servedby.flashtalking.com/imp/4/42262;1270998;201;pixel;AXM;ViatorViator2015AXMProgrammaticNativeDesktop2015RONBangkokBucketlistImagetextSSUS/?cachebuster=[RANDOM_NUMBER]
0,324592,https://tagman.viator.com/viator/tman.cgi?tmad=i&tmcampid=55&tmtag=image
0,337244,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,333773,https://ohlone.vizu.com/a.gif?vzcid=27596&vzadid=hxnative&vzsid=hx&ord=[RANDOM]
0,336987,http://servedby.flashtalking.com/imp/8/59504;1761071;201;pixel;TripleLift;TripleLiftContextualBranded1x1/?cachebuster=[CACHEBUSTER]
0,323671,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323671,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547214&PluID=0&ord=[timestamp]&rtu=-1
0,337244,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,323676,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323676,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13706694&PluID=0&ord=[timestamp]&rtu=-1
0,329135,https://ohlone.vizu.com/a.gif?vzcid=27596&vzadid=hxnative&vzsid=hx&ord=[RANDOM]
0,337243,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,336989,http://servedby.flashtalking.com/imp/8/59504;1761064;201;pixel;TripleLift;TripleLiftProspectingFiestaAmericana1x1/?cachebuster=[CACHEBUSTER]
0,322581,"https://servedby.flashtalking.com/imp/4/46838;1205844;201;pixel;ClearTrade;ClearTradeNativeMobileBlogSandalShop1x1/?cachebuster=[CACHEBUSTER]""/>"
0,323672,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,323672,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547239&PluID=0&ord=[timestamp]&rtu=-1
0,330512,http://ohlone.vizu.com/a.gif?vzcid=22747&vzadid=nativeunit&vzsid=triplelift&vzwc=none&ord=[RANDOM]
0,330512,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=13547210&PluID=0&ord=[timestamp]&rtu=-1
0,335198,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ent120249&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp226418&cr=crv976059&pc=plc19475245&r=[timestamp]
0,322811,http://api.choicestream.com/instr/crunch/apnxs/imp?au=${AUCTION_ID}&cr=${CREATIVE_ID}&li=${CPG_ID}&cp=${CP_ID}&uid=${USER_ID}&ecp=${ECP}&rp=${RESERVE_PRICE}&bid1=${BID_PRICE}&pr=${PRICE_PAID}&invs=${INV_SOURCE_ID}&pi=${TAG_ID}&vid=${VENUE_ID}&sid=${SELLER_MEMBER_ID}&ip=${USER_IP}&pc=${POSTAL_CODE}&dc=${DATACENTER}&city=${USER_CITY}&st=${USER_STATE}&ref=${REFERER_URL_ENC}&r=${CACHEBUSTER}
0,333410,https://secure-gl.imrworldwide.com/cgi-bin/m?ci=ENT20987&am=3&ep=1&at=view&rt=banner&st=image&ca=cmp215153&cr=crv991760&pc=plc19786635&r=[timestamp]
0,328405,https://servedby.flashtalking.com/imp/3/53232;1446168;201;pixel;Choicestream;1x1GreenInitiativesPEVSaveMoneyBrandingNativeBTA2554GeotargetedJacksonvilleDMA/?cachebuster=${CACHEBUSTER}
